image_file,category,signal_source,reason,caption_or_ocr_excerpt
587193375_1148163264101328_6349271005264919200_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"4 <> i a « = e F Poe 5 iw 4 « _—, as 2] y A tho HS SOE FE sees oh Coo , Hanes gto i a sy ee s°0Pe%00° od 000820204 ’ Pofoc 0°o soso po%2020) A . 4 * ow <2; ManitoO®"
587193519_1148161334101521_7280044020822497341_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield Young Talent of the year - Ludeesha Gunawardena
587204415_1148157500768571_6430959732174212237_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield Recreational Team - Best Batsman - Pathum Gunathilake
587269981_1148164427434545_6781231733075644485_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"<a ? . 2 fey a r \ Ss a 7  ; pon  my Bp, BEE YY Ze SEE Sp No PEE at SE E j Fg mas ae ; Oe eee as  | Vee ie / ag Bee eames SI ene =n. ae hugs eee oe LE TE LE BB Ae eon ' Me pereeeaee ests): pala ~~ ‘ee Piual Thaands and G"
587323486_1148163794101275_5482938063844082162_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"— pore! aw 2 ) : , &: H.M.C.S. CHIPP ¥ q ar (7)"
587359574_1148166304101024_5040944307505587197_n.jpg,03_cricket_team_and_tournament_announcements,ocr,Bloomfield cricket context detected (fallback).,ANG \ © O.\ Soe “i <P & MON: @ wr ¢ c ANNUAL LR A W A R D S ae BCC “a 2025 Vy BLOOMFIELD CRICKET @ AND CULTURAL CLUB PRESENTS 22-NOV-2025 C Bispeld Crt and Cabal Cricket and Cultural Cas
587382367_1148157697435218_2073617656523907045_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield Stars - Best Batsman - Ishara Lekamge
587526549_1148164964101158_931610434925086908_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"~~ ] ="" SY : he) , ; * ne y | > \ {| “ ', secu S - \% « 4 yA a"" 4 ‘ a~ \¥ ( j = | is ae ~ Bissipld Caches aad Cina Bi - : i eS). s, Lpnual Phuards and Ge Tagether 2025 5"
587549383_1148161290768192_1941786847032972172_n.jpg,02_cricket_player_profiles_and_awards,caption,Manual visual override after contact-sheet review.,Emerging Player of the year - Gayan Anuradha
587553638_1148157847435203_6748032006710202166_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield Knights - Best Batsman - Nilesh Narendran
587569637_1148161044101550_6512552835575748270_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield Knights - MVP - Weerakkodige Weerashalana
587590184_1148165097434478_3861970937648294872_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"hit @ e = e la ""a ; | } * Bloompald Cricket and Cultural Club : Lpnual Hoards and Ge Together 2025"
587684210_1148164690767852_6614674598125832126_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"ised ae ae aoe 24 : Lid, oe ’ Sa ay § we - ip ee fee i ; | ‘A : . ean -s d a 3 EO = See ~ ~d . ee eS = a a “ - “Si \ <4 Spee es = ae — Em, a ad ' ae Bloompteld Cricket aned Cultural Cabs Fi io EB Lianuat Hands and Get Ti"
587691496_1148165237434464_1069590425014565096_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,"14 7 zt, mY ; —_— ¥ ry ? te f oe - or ee REN. SK ~ , Seg Pu RS . Pe ‘ Bea eo ee Bec May cae EM ea a ge yg oe ok ae oes t S 2 ee eee Las eee Se ee ae LR OS er ay fon ee gl a ; oa oa Hie Oe oe A ene : 5 2 ake ees cn een ac"
587702932_1148162770768044_920617086123608876_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"ED. = Soe saa m Ge ie r ”; 5 ie / Bleamfeld Cricket and Cultural Club re , Lpnuat Loards ant Get Vegethor 2025 N22, Mamno0® ."
587762136_1148164067434581_2482299657910272583_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"{ oe! Xe ky _ = — » . | S&S 5i@ ' Fi es a NS IR oO OI alse ra f 2 “wit 'y, d “ ji Bloomfeld Crichet and Cultural Club : on Bg - Lnnual Looards and Get Tagether 2025 ~\"
587931662_1148162990768022_1512010234161970134_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,"= aS 4 5 \ Li “— ill VE . FJ Met mi i, ; Wt \ - me = . ss Wi = Ae 3 - 7 R . 2 — / . . +, \ A Fs “ | , “ £4 Bt hi, A a 2 C) 2s —— LEE SEAN s ; Pen orey ca VA it Ms ies Henn SE INN. a pay p ‘et f 6 "" ieee Peet SMa Se aaa P"
587968743_1148163427434645_4943905617871198585_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,">_> i ie E | mae a , ; ~ <-> 4:> a <3 Ge } sap | . asm Sd | = a Nc > core f SS | EE { 5, ) ee"
587983351_1148163907434597_5706263385537429561_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,Wh l . re he c \S y Ss j as? ) 4 it F PR <A poe hee Ae : SS WAN « Bloomfeld Cricket and Calural Cab Ei we & Lpnual Huoards and Get Tagether 2025
588000676_1148165067434481_2556965140122816938_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,bo ’ vee! “Ie ! —— _ ef =) \\4 ~~ A> eo e-.5 _ NE en se aw 2 \\ 4 | hs. a) i ; / y (4 ) ~~ ye _— Bloompa Cricket and Cultural libs Lpnual Phuards and Ge Tagether 2025 . é oN BCCe A a E —— see
588009835_1148163104101344_1368617864755500199_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"vA ee , * sae <a . * aS & | ii Py) 4A ee | a i a : , | Oo NY ey , Sy ow” | Be .. : ae we | eS i 4 = ve A hin oo A b= j . > it a . | We 1) vf © yp ae ed La "" os ht 2 “ee 4 Coa. . _— Bloempteld Cricket and Cutaral Cab ioe."
588012336_1148157774101877_853782049430731961_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield Stars - Best Bowler & MVP - Pashma Nanayakkara
588023576_1148163597434628_6585981854079334194_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,"mts ) } j re L ons » or OT ae Al A ; Ra A OAs | : in Bs a gerd ain Ce BEML), r ’ we a AS ya ea r fi ‘"" a 3 , / = asad —— | Lnual Howards and Get Together 2025"
588030811_1148164024101252_1559740565689197579_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"» Se b rl eo . \ ' > Sie : , ae \ 3 A 4 /"" V Bloomfield Crichet and Cultural Cab ) Lrnwal Posards anc Get Tegether 2095 ”“ a \g ee RG Cas 0° hd ea"
588231628_1148163860767935_6739231872654669558_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,j . _ ae iy Mad ™ wf a t i — Bloomfield Crichet and Cultural Club (= say) Lpnual Huvards and Get Tagether 2025 ——_— f
588351715_1148164154101239_3376880415708926028_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"————— oes "" A Th Fe . B- gah | : a : ea >’ , J a. | ~ : at ais ye — WT AA) y j;~ »e a & \~ “ ' : — \ . . r { \ >, ‘ = wR we “Ss FS = ee \ a : ™& P| aaa a —— ~ = ‘"
588372927_1148164837434504_8824773775425497207_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"ss eS ET SAE | Ch a | | d | ¥ K i 5 ""if = a ie <> Ow i \ a j ) aa ) VN i J i <> ie \ or a oo = eee § _. = ae . : Bloomfeld Cricket and Cultural Cub teem: Lrnual Hwardsand Get Degethor 2025 ."
588391612_1148161170768204_8355349315496994669_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield CC - Best Batsman - John Mendis
588398043_1148162680768053_6200981905635411155_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"\ _ ae - <a atl 7 : ly Gr: ms fa 2."" \= Dt A | aa ef ee PN: AR iad ONUNO enn SNC Ss ee Y 6 / Pie : ay eu —_ Vee ~~ See 4 , Bi tS , ®, | Ny S wee aletesthesengsaes PANGS ae Ih we rN sd Hemeec en tadte 88 2888S nde’ CRESS"
588425217_1148164364101218_6798866166492006910_n.jpg,03_cricket_team_and_tournament_announcements,ocr,Bloomfield cricket context detected (fallback).,"| % * . + e yo a t ox AN Me NG RT -* Sis, € La WH Wy!) j ~ Se <= Ty ‘ fe, f = 4 <)> + > A? Bloomfield Cricket and Cultural Cabs G@ : Lpnual Hoards and Get Degethor 2025"
588428280_1148163137434674_2837267577065686017_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,"—_— ‘see 2 ame , we ¥ oe eae woe : Gee ewe ; st j pr ee a = ry Pe | Bloomfeld Cricket and Cultural Clab 3 (a) Panwal Hoards and Get Together 2025 QY” 5 “ a ss ei as 4"
588431654_1148163727434615_3849079542587232964_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,ir 1 Ui 4 - = ) . wee SS r} ae Fr ef a A ) . ( i \
588431658_1148162904101364_674471711932591081_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"; . eal ; “4 iow aif AG : a ‘ jg : *, | =F | Oe eee"" (a) q"
588433938_1148163457434642_4042115594966145961_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"FA Sw ie = : <-m, |2 = \ y ’, yo a 4 i ¥  _ . * ss ay a hot fe ies ie 5  * se Bas, soaee Memes : eS ese é iden eck fos of  wip : e Ges. ae “ 3 Re ee ; A WHI Sees Ae y yy \\ Hi} | nds hee apes eek  - yf ) lees. ||| pet te"
588446461_1148163287434659_8507473478942579656_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"—— —— —— _— _— i » 2 » . &y a . = . me yj a : oe /5 j , ‘ © , ~ ¥ SNe "" . {a oe a 4 beg Aa AS ’ ) ae \a ae ' \} Faas, i Gy: eee 0 , ' f er ies git : i? AA ; sh Ny Bela LANE ik a i Ey agethen i Bloomfeld Cricket and Cultu"
588450479_1148165347434453_5509657357090310016_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"<-> <-> 4 He ee : f ue ‘ : P - ke : 4-> Tah ee >= a By By HAG Mdde i ON i ie eoesaan Soe) Beso 22a% \ Po O50 2S Beso 228 050.903 02.25 OM Se 90505 ""0 20 50 SSO ‘ em SS 3 Sri a Boos, Eat PRI ooee acag Fo OF Patt SRT AER S"
588450498_1148163930767928_847114604953052588_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,"= 1 f y Sy i SN Ry rt 44% Ta $ a alee Pi 4 ai , Se q) eB se sete,  —- Puan BP REY ETS A ’ : ‘ 0 ee ee eee ete See ‘ A a ares shou e!, SR tewen sents ess ee 2 ey ee LS Po ee een Aree eure oS alate wel teys . cS RAE TY ke"
588461655_1148157097435278_4856654268088555503_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,"¢ S 4 ad y he . es f Aa Si A hand ep View), AS et ere cE t “Lee A | t mae ig 5 sy i = | dl 7 ‘ed ON 725 eee 4 | y ‘ KS <N | | ae. CE | e = Ca > . E 3 \) s BS Oe Fy By . ae , ee } l : E , Ie } ) Y \ As | ! ty Be ploomfiel"
588469610_1148165297434458_7754955689366912887_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"16) @\ © Fy las) ca & oe SET! é . See ae: / Z { “7 ) |. Nie | RS BS | 2th Ms, \ 7 ae a / ” ey = om lr CO i /"
588474847_1148164640767857_4763766498856553486_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,- SN . . 2 wa tan G Ne A A — tC att Ge on Ca is
588483672_1148163337434654_2552851340024940426_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,a l\/ae LE: he SG LN am iA d Bloompeld Cricket and Cultural Cab (a) LanualHoards and Get Dagether 2025
588490549_1148164074101247_6388395813353019039_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"ij a ie » © , om Ay ‘3 a & Ve 7 ‘ = « 3 , 2 P i 4 ’ . \ ye . f Li ws \ a q \ : u /. a Sn Ne \ oe + ‘ oket an, | Cae Se Q Fic A 4 wR Cs 1) SEC, if é ‘ Qu"
588511238_1148164384101216_6262424441027100035_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,": pee ""ee 8. a gn a | aes | a 4 , = i m7 . - me : | eth a = a . / a a R TQkce"
588512012_1148164790767842_8714408486534492237_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"* ® r ) tt "" . . o : } { a 7” "" = * ie << ue at ke <a og 3 ete) ! vy Q iY my che ame velteu Ul bd 2 Sham wards and (Yat or BOR Bloomfeld Cricket and Cultural Cab | Lprual ards and Get Degether 2025 Q 73 > wt a é > ."
588520826_1148163074101347_476906442258223022_n.jpg,03_cricket_team_and_tournament_announcements,ocr,Bloomfield cricket context detected (fallback).,"—_— , aN = ’ - A) é a ey "" : 7 . # a, ae iT? & Cd a 2 sh > P — * , / a FF : . 2 : ‘ r’ a os ‘ oa oo sy : ‘ys 4 ; Bloomfield Cricket and Cultural Cds { Lpnual Looards and Get Tegether 2025 ' ene"
588571815_1148164787434509_3719888347607115841_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,| Suan 7 a 2 j i P ee - w = f rag — wii. & =n. i ee
588576870_1148164607434527_1243824267137434937_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,we. is se ¥ ‘ AYE En ‘ H ‘ sy BQ : Se
588582475_1148163454101309_654453230521533877_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,oud ‘ 3 --e od 7 : ? ~ “ : Be =  4 ) W a ba <8 oe e8  Cyn FF nmin”
588611895_1148161207434867_3636822940595740551_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield CC - MVP - Hirusha Weerasekara
588616400_1148165004101154_2304860523088753926_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"“ae a i > Wis Es \ = | . \ sp } s 2\ y f \ “@ \ *, =. \ |"
588635863_1148164450767876_8741195620703606665_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"a i we a Se oN Sa + RNS. VS \S ® joey , A - | \ 4 a j v “ a a Bloompeld Crichee and Cultural Club 3 “a 5 Lrnual Hoards and Get Degether 2025 Dy Beco y:/ 529, Manito? :"
588650233_1148165157434472_2898590297345429630_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,. ~ ‘ . -- \ ey eek | ia. HAE LE ee eee | OS gL OE MT BCU ME. SS aR kN “hap opelae ser es he S ect. sen q eee NS g . Sepa oe se ad BERG aes « Be Lt oat are . + Buoomfeld Cricket and Cultural Club is me i Lpnual Loards an
588691571_1148157287435259_7794311054637990746_n.jpg,02_cricket_player_profiles_and_awards,caption,Matched player-profile or cricket award keywords.,Bloomfield Recreational Team - Best Bowler - Himasha Jayawardene
588725968_1148164294101225_3624062162498841830_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,aol A. ‘ a am “ a]
588725969_1148164870767834_8263408616589336778_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,". oe Ee nets a in — ws pe coe t ZS h- aS Ss fe ee ¥ = hi * ° << ah -_ oe ye ol PERE pega) + Vy ‘ RN 4 emm WG A iy 5 5] VU y y HART Roly ‘ j ar i Z P / bs . ® ar f ""- é [ — GE, t 3 gas | Lnual Heard and Get Together 2095"
588882665_1148165324101122_9118951302568888392_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"- SSS SS See ea | N , ( BS Sy 9 ¥ te: Ss Sie © 2 fF as © ; 2 \ ee eo Se Ee _ se ‘ogee ee Re z "" NE = =i | 14 “7 ~ woe 4 Ke 7 qu ""3S a t | and Cultural Cds = e) ‘ f Ainsal ands antl Gt Tegether 2025 a"
588918013_1148163974101257_736734922145842289_n.jpg,04_social_entertainment_low_priority,ocr,Matched social/entertainment keywords.,"¥ y a st pa) ee - , re ~* erage ia | he em » | | - Wey s¢e° ——? ‘ _AAe é i lt re pe i ae 2 # Cae \ Bast Peon. Vad 4 i. te oy Nee Boh » : q esey t | i. bef é v dy. 3 Blonfeld Cricket and Cultural Cds Lpnual Hhoards and Ge"
588940116_1148162887434699_1466195320187080923_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"‘ a: > athe = at 2 re Z . Se. - a ‘Ses if Ay Se BM) nt siaetecomrartaens 4 Se ei ag, f \ ) | ae xcket a 0 pe e Bloompeld Cricket and Cultural Cab dal ¢ lon 2 Grinual Hoards and Get Degethor 2095 ie u Qs”, =—=O*=t=S ‘ 4"
588945248_1148165174101137_810965613194160058_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,™= i ; J . a
589004162_1148165044101150_5179824361314126224_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"tae ag om, eel 2 eae | | Ree ON  i uf) ee wr ek  | PP wy re a . Fee ah } 5 f e * 7 |  Be = = s } 3 Bloompaed Cricket and Cultural Club ve loom B Lpnual Hoards and Get Tagether 2025 4 —-_ 2 “y | —"
589058206_1148162637434724_146855797013976740_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,j a > NY Wig é amet \ 7 IW a. - ve as —- s . . Awe ae 3 SSN ee si —_ i ~ DBloomfld Cricket and Cultural Cab a a B anual Auards and Ge Dagethor 2025
589097794_1148164530767868_9175217549488687021_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"yi . 4 — h. PMA ‘~ 3m Le eof Se ars ‘ fa eM eg NA, CAS. ORNS NES — J | MN ee Fe ta, i, i wl AAS AS ‘al _ 1 a hs . Se Be Ne J > a 2 os es - ? TT “a 4) agin a , Bloompeld Cricket and Cultural Club Lpnual Husards and Get Ta"
589608738_1148164470767874_5689429763912400687_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"Ob yes S “~ \ * me ‘ se x “% ob Cl a Pa 4 os 1 PM » Pansy a ee < Tah "" LZ ""a, NY i), Bi aman ‘a js. 2 tt IN a IS tz, « 22 x zy Z ily ih  ) /j Te «6 Gr ‘St Z eS Ve ih!) a 1, a ed . A wa Oa Ly Yi), a . / y \ So) LL Vi ap."
589648934_1148162580768063_4789272037460043814_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"’ ‘ ‘7 ; ; in Na Br NS ge i,t ae ; i, + ait TONLE ’ ; ""  ~» if \ Nae a, BG bi a i % ” ¥ ye * Se = ‘ My i, ge hy Q \ f > Ss MS x ae \ \ j 1 SE: oe mH, } Bloompeld Cricket and Cultural Club oF ; Lprnual Hards and Get Daget"
589718697_1148164920767829_323442517225393749_n.jpg,03_cricket_team_and_tournament_announcements,ocr,Bloomfield cricket context detected (fallback).,"Seed 0 y ull NS . ) a Zee Ca ey \"" Z >} ——_. ARNG =>. . wey Ss aa - 3 i ‘ ‘ < - 1 - is a PAM. , es F i , el } om! , hs b "" ot j ‘ Pe uo aah \ bid Ns. rs 4 Cad | Bloomfield Cricket: and Cultural Club Ns “2 Lrnual Haards a"
589732560_1148162724101382_8206279654551967555_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"un . Se , om > ry «= i & at é ——"
589972338_1148164710767850_5955919069433472044_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"He me ‘ “ ‘ F 4 ° =* ’ . a i ae . RST SS ‘* “° SEER, as 2 a ae mn «Sa gee 8 ea i a ne of Be a: tal 4 oe Se Go be ga * A SSSSe i EL: Bee ey , ky DBloomfeld Cricket and Cultural Club sie ; Lpnual Huard and Get Dagether 202"
594962377_1156367649947556_6763823839579424621_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,Ge Dp MANOR CRICKET beard to A 4 . Most  VALUABLE ¢ Fe PLAYER AS 247 29 RW) RUNS WICKETS Congrati ation
597428650_1160740112843643_355028631902781986_n.jpg,01_cricket_matches_and_action,ocr,Matched match/game/action cricket keywords.,MCA LEAGUE 2625 ELITE DIVISION J . goose Te V 4
597857077_1160740702843584_1727181886412138327_n.jpg,02_cricket_player_profiles_and_awards,ocr,Matched player-profile or cricket award keywords.,") MCA LEAGUE 2025 Mca. DIVISION 2 : . . BLOOMFIELD KNIGHTS LEADING MVP 4 2025 season <1 . 2 a s_serngoner memes 6 Ve 2 esi ice sieor-aes 48.37) — “hha, 4 maninsiesiorcwe NT SOeO ail 5 on ANU Repne ° 3 O e 4 f \"
625353803_1198902309027423_4065399258385905288_n.jpg,02_cricket_player_profiles_and_awards,ocr,Manual visual override after contact-sheet review.,"Hi | VW] | : ~ = - | hes) ° ' , | q I root | Sh | s TS . Ocean ronan ry: 200k) Psp r—t Yop Hance 2016 he Boeddhi Rashes ath ss Pasha. Kenatoas < saat Madhura habe propa 200F a neg 3 ANIL Supe vik : a Gagan 202g q f Chint"
625368145_1198902305694090_4855145398348195786_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,K\ a il : I as w-st 3 A ¢ a (er Gori
625492881_1198902302360757_1939368729756554865_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,"l H / Wayans | < eget | | ¢ be] ry 64 — J oe I} > lig \ = sparse) | E \- : J = & an = ""i"
625600173_1198902202360767_4483537345693235414_n.jpg,04_social_entertainment_low_priority,ocr,Manual visual override after contact-sheet review.,". HAPPY | Seles A , - Bloomfield Family - *"
